Attendance,Study_Hours,Previous_Marks,Result
73,1.5,88,Pass
35,5.0,46,Fail
91,5.0,36,Pass
75,2.5,94,Pass
43,4.0,32,Fail
88,3.0,29,Pass
82,2.0,42,Fail
84,3.0,47,Pass
60,1.0,55,Fail
91,4.5,73,Pass
62,5.0,51,Pass
72,2.0,64,Fail
35,3.5,25,Fail
77,2.0,52,Pass
82,1.0,91,Pass
72,4.0,79,Pass
67,1.0,77,Pass
88,5.0,46,Pass
79,2.0,59,Pass
53,5.0,84,Pass
97,2.5,87,Pass
81,2.5,75,Pass
99,4.5,57,Pass
98,3.5,30,Pass
95,1.5,33,Pass
84,5.0,25,Pass
75,2.5,50,Pass
46,1.0,27,Fail
70,3.0,55,Pass
85,3.5,67,Pass
69,4.0,67,Pass
91,5.0,64,Pass
42,3.5,41,Fail
60,1.5,61,Fail
68,2.0,94,Pass
63,1.0,56,Fail
42,4.5,86,Pass
45,1.0,52,Fail
89,4.0,69,Pass
66,4.0,59,Pass
38,5.0,73,Pass
36,1.0,88,Fail
66,1.5,56,Fail
46,5.5,78,Pass
81,3.5,87,Pass
87,3.0,80,Pass
50,4.5,27,Pass
73,5.5,25,Pass
45,2.0,87,Fail
55,5.5,76,Pass
93,1.0,92,Pass
70,6.0,45,Pass
93,1.5,80,Pass
50,2.0,81,Fail
56,1.0,85,Fail
66,5.0,73,Pass
66,6.0,35,Fail
100,2.0,73,Pass
42,2.5,67,Fail
90,2.0,48,Pass
91,1.5,40,Fail
71,5.0,87,Pass
57,1.0,35,Fail
69,6.0,55,Pass
54,5.5,69,Pass
87,1.0,93,Pass
67,3.5,72,Pass
95,6.0,46,Pass
75,5.0,29,Pass
68,4.5,47,Pass
81,0.5,45,Fail
68,1.0,82,Pass
94,5.0,51,Pass
47,2.5,32,Fail
98,4.0,86,Pass
88,4.5,26,Pass
91,3.0,25,Pass
66,1.5,58,Fail
89,2.5,30,Pass
55,5.5,37,Fail
85,2.5,94,Pass
44,1.0,84,Fail
55,6.0,78,Pass
64,4.0,72,Pass
56,3.5,28,Pass
60,5.0,84,Pass
88,3.0,58,Pass
52,6.0,32,Fail
83,5.0,46,Pass
40,2.0,60,Fail
85,2.5,26,Pass
86,2.0,43,Pass
61,4.0,49,Pass
82,4.0,57,Pass
94,3.5,25,Pass
87,6.0,65,Pass
60,3.0,39,Fail
66,5.0,67,Pass
86,4.0,42,Pass
54,3.5,53,Fail
87,0.5,69,Pass
56,4.0,71,Pass
87,4.0,27,Pass
41,1.0,62,Fail
38,5.0,82,Pass
100,3.0,39,Pass
92,2.5,62,Pass
92,5.0,56,Pass
97,2.5,84,Pass
63,4.0,56,Pass
54,4.0,91,Pass
43,1.0,71,Fail
68,3.0,64,Pass
49,1.5,45,Fail
96,1.5,67,Pass
35,4.0,34,Fail
44,0.5,54,Fail
51,6.0,45,Fail
48,2.5,72,Fail
50,2.0,78,Fail
78,5.5,90,Pass
56,3.0,41,Fail
75,4.0,87,Pass
93,4.5,84,Pass
74,5.5,85,Pass
80,1.0,77,Fail
59,1.0,44,Fail
45,6.0,86,Pass
56,0.5,67,Fail
98,4.5,77,Pass
75,4.0,39,Pass
53,3.5,36,Fail
64,5.0,44,Pass
89,6.0,61,Pass
78,1.0,54,Fail
71,4.0,87,Pass
93,4.5,26,Pass
79,2.0,31,Fail
77,5.5,48,Pass
47,3.0,37,Fail
42,1.5,53,Fail
98,5.0,75,Pass
74,5.5,95,Pass
62,1.0,39,Fail
73,4.5,44,Pass
39,1.5,79,Fail
88,0.5,44,Fail
49,2.0,74,Pass
87,5.0,66,Pass
70,1.5,85,Pass
53,1.0,27,Fail
37,4.5,94,Pass
88,2.5,92,Pass
46,1.5,27,Fail
38,2.0,60,Fail
84,5.0,53,Pass
58,4.0,43,Pass
60,4.5,93,Pass
51,1.0,37,Fail
91,3.0,43,Pass
54,5.0,26,Fail
49,2.0,66,Fail
55,1.5,85,Fail
48,2.5,69,Pass
56,2.5,71,Pass
40,1.5,30,Fail
45,5.5,75,Pass
62,3.0,54,Fail
92,4.0,58,Pass
39,1.0,66,Fail
49,4.0,93,Pass
94,3.5,77,Pass
93,5.5,73,Pass
79,3.0,55,Pass
51,5.0,27,Fail
62,2.0,63,Fail
49,3.5,71,Pass
43,5.5,74,Pass
60,4.0,68,Pass
72,4.5,46,Pass
58,5.5,40,Pass
75,5.5,31,Pass
54,1.5,74,Fail
57,1.5,93,Fail
86,3.5,62,Pass
92,6.0,72,Pass
56,3.0,73,Pass
72,2.5,36,Pass
53,3.5,38,Fail
38,1.0,40,Fail
83,1.5,90,Pass
46,1.5,26,Fail
63,0.5,63,Fail
67,4.5,51,Fail
47,2.5,71,Fail
41,1.5,40,Fail
58,3.5,92,Pass
97,2.5,48,Pass
75,2.5,90,Pass
60,2.0,66,Fail
38,0.5,54,Fail
74,4.5,76,Pass
41,1.0,64,Fail
70,1.5,35,Fail
84,1.5,74,Pass
63,2.5,66,Pass
54,1.5,65,Pass
38,2.5,77,Fail
37,2.0,71,Fail
63,1.0,51,Fail
92,5.5,47,Pass
51,2.0,43,Fail
72,1.0,65,Fail
79,3.5,46,Pass
39,1.0,33,Fail
45,5.0,80,Pass
57,1.0,40,Fail
79,3.0,37,Pass
64,5.5,84,Pass
83,1.5,74,Pass
91,1.5,79,Pass
84,4.0,50,Pass
99,6.0,68,Pass
84,2.5,90,Pass
90,4.0,45,Pass
89,1.5,30,Pass
82,4.0,37,Pass
87,2.0,88,Pass
96,4.0,45,Pass
66,1.0,59,Pass
76,3.5,62,Pass
68,2.0,92,Pass
90,4.0,46,Pass
63,4.5,61,Fail
88,5.0,92,Pass
87,6.0,39,Pass
98,3.0,67,Pass
51,4.0,29,Fail
81,0.5,43,Fail
84,5.5,30,Pass
96,4.0,48,Pass
94,3.0,39,Pass
72,3.0,81,Pass
73,4.5,57,Pass
46,5.0,53,Pass
98,5.0,73,Pass
52,3.5,91,Pass
82,2.5,46,Pass
87,5.5,30,Pass
64,4.0,33,Fail
49,3.5,85,Pass
47,4.0,84,Pass
91,4.0,58,Pass
68,4.5,35,Pass
41,3.5,62,Fail
82,5.5,72,Pass
51,5.0,48,Pass
92,3.0,31,Pass
55,1.5,48,Fail
48,3.5,73,Fail
41,4.0,93,Pass
68,3.5,38,Pass
64,5.5,89,Pass
84,1.0,57,Fail
65,2.0,71,Pass
57,5.5,85,Pass
52,5.5,64,Pass
53,3.0,29,Fail
95,1.5,44,Pass
46,3.0,81,Pass
99,3.0,64,Pass
56,3.5,48,Fail
41,2.0,66,Fail
51,2.0,44,Fail
39,4.0,42,Pass
86,4.0,83,Pass
68,4.0,53,Pass
57,2.5,44,Fail
78,2.5,54,Fail
76,2.5,89,Pass
96,5.5,38,Pass
97,2.5,38,Pass
79,4.0,50,Pass
88,3.5,29,Pass
87,5.5,30,Pass
67,2.5,26,Pass
81,3.0,35,Fail
40,5.0,70,Pass
84,1.5,39,Pass
98,4.0,51,Pass
41,2.5,74,Pass
89,6.0,27,Pass
96,4.5,40,Pass
50,0.5,95,Pass
69,5.0,67,Pass
95,4.5,71,Pass
97,3.5,61,Pass
43,2.0,93,Pass
58,1.5,35,Fail
80,4.0,30,Pass
49,3.0,82,Fail
56,5.0,25,Fail
37,2.0,64,Fail
45,4.0,25,Fail
72,2.0,49,Fail
77,4.0,71,Pass
77,1.0,63,Pass
86,2.5,64,Pass
62,1.5,36,Fail
53,4.0,46,Fail
36,2.0,75,Fail
48,4.5,27,Fail
55,1.0,67,Fail
47,3.5,61,Pass
36,4.0,49,Fail
45,0.5,48,Fail
78,0.5,81,Pass
76,2.0,52,Pass
96,4.0,31,Pass
87,6.0,92,Pass
72,1.0,34,Fail
44,4.5,81,Pass
72,4.5,26,Pass
39,4.0,51,Fail
63,3.5,61,Pass
60,6.0,27,Pass
63,3.5,76,Pass
53,5.0,43,Pass
80,2.0,63,Pass
90,5.0,80,Pass
85,6.0,66,Pass
76,5.5,57,Pass
70,2.0,49,Pass
37,5.0,28,Fail
82,1.0,89,Pass
70,4.0,66,Pass
53,2.5,69,Fail
56,4.0,56,Pass
96,3.0,51,Pass
76,0.5,28,Fail
66,2.0,37,Fail
75,0.5,55,Fail
62,3.0,42,Fail
66,5.0,28,Pass
54,4.5,63,Pass
64,5.0,57,Pass
80,5.0,54,Pass
38,2.5,80,Pass
87,3.5,67,Pass
53,3.5,25,Fail
79,1.0,78,Fail
77,4.0,59,Pass
77,4.5,61,Pass
75,4.0,87,Pass
97,4.5,33,Pass
68,1.0,67,Pass
83,4.5,45,Pass
81,1.5,28,Fail
50,5.5,56,Pass
53,2.0,45,Fail
63,3.0,25,Pass
53,3.0,60,Pass
59,2.0,47,Fail
60,2.5,55,Pass
74,1.5,26,Fail
49,3.5,53,Fail
87,5.5,58,Pass
63,2.0,58,Fail
81,3.5,75,Pass
40,5.0,94,Pass
66,3.0,27,Fail
37,5.0,53,Fail
79,3.0,85,Pass
57,3.0,69,Fail
97,1.5,94,Pass
56,1.0,75,Fail
72,4.0,76,Pass
52,5.0,30,Fail
75,1.0,44,Fail
65,5.5,66,Pass
59,2.5,62,Fail
48,3.0,78,Fail
42,5.5,95,Pass
43,5.5,39,Fail
100,3.5,55,Pass
62,2.0,86,Pass
35,1.5,84,Fail
97,2.0,82,Pass
36,5.0,68,Pass
62,2.5,95,Pass
82,4.5,50,Pass
94,1.5,33,Fail
81,3.0,34,Pass
65,2.5,55,Fail
98,3.5,81,Pass
38,3.5,57,Fail
99,6.0,68,Pass
90,5.5,50,Pass
95,4.5,75,Pass
52,1.5,36,Fail
44,5.5,61,Pass
78,5.5,38,Pass
69,5.5,58,Pass
69,3.0,55,Pass
95,1.5,67,Pass
75,4.5,61,Pass
55,2.5,93,Pass
61,2.5,88,Pass
44,2.5,46,Fail
48,3.5,33,Fail
44,2.5,30,Fail
88,4.5,39,Pass
81,4.0,41,Pass
69,3.5,87,Pass
59,1.0,90,Fail
78,5.5,41,Pass
88,3.0,78,Pass
92,3.0,84,Pass
71,3.0,51,Fail
88,2.5,86,Pass
68,4.0,94,Pass
66,0.5,93,Pass
91,5.5,77,Pass
60,1.0,51,Fail
61,6.0,41,Pass
55,4.0,95,Pass
69,1.0,44,Fail
70,3.5,56,Pass
78,2.5,43,Pass
63,5.5,60,Pass
49,4.5,33,Fail
91,3.5,82,Pass
57,3.0,60,Pass
95,6.0,54,Pass
48,4.0,50,Fail
71,3.5,66,Pass
70,2.5,80,Pass
89,2.5,88,Pass
44,4.5,84,Pass
94,3.5,56,Pass
70,5.0,83,Pass
73,3.5,62,Pass
68,3.5,70,Pass
37,3.0,72,Pass
67,4.5,53,Pass
52,3.0,59,Pass
57,5.0,73,Pass
77,2.5,47,Pass
67,4.5,77,Pass
41,5.5,50,Pass
40,4.5,66,Pass
47,2.5,84,Pass
47,4.5,27,Fail
75,1.5,42,Fail
47,1.0,64,Fail
92,5.0,32,Pass
49,5.0,39,Fail
41,0.5,77,Fail
92,5.5,27,Pass
54,3.0,68,Fail
63,5.5,27,Fail
97,5.0,33,Pass
96,5.5,52,Pass
81,5.0,93,Pass
39,6.0,63,Pass
74,4.0,47,Pass
99,1.5,54,Pass
97,2.5,65,Pass
42,4.5,68,Pass
61,1.5,44,Fail
56,5.5,39,Pass
43,1.5,60,Fail
80,5.5,70,Pass
53,3.0,82,Pass
57,5.0,66,Pass
41,6.0,73,Pass
67,3.0,59,Pass
45,4.5,65,Pass
63,1.5,69,Fail
44,5.0,42,Fail
97,5.0,90,Pass
44,2.0,49,Fail
69,0.5,67,Fail
48,3.0,64,Fail
40,1.5,85,Fail
48,5.0,33,Fail
39,2.0,87,Fail
44,5.5,35,Fail
67,6.0,35,Pass
77,5.5,85,Pass
41,4.0,43,Fail
64,2.0,68,Fail
73,5.0,57,Pass
50,4.5,90,Pass
59,6.0,80,Pass
40,2.5,48,Fail
49,1.0,82,Fail
65,6.0,41,Pass
99,5.0,68,Pass
100,1.5,78,Pass
99,4.5,74,Pass
63,0.5,71,Fail
40,3.5,83,Fail
56,2.5,64,Pass
50,2.5,90,Pass
36,2.0,35,Fail
41,2.0,50,Fail
64,3.0,80,Pass
57,2.0,47,Fail
47,3.0,56,Fail
82,3.5,79,Pass
58,4.5,63,Pass
90,4.0,38,Pass
51,2.0,37,Fail
70,0.5,46,Fail
47,5.0,46,Fail
67,5.5,35,Pass
45,6.0,83,Pass
46,6.0,45,Pass
75,4.0,81,Pass
52,5.5,93,Pass
46,3.0,48,Fail
95,5.0,93,Pass
38,6.0,38,Pass
72,5.0,70,Pass
71,3.0,94,Pass
51,2.5,82,Fail
64,2.0,41,Fail
41,2.5,43,Fail
82,5.0,43,Pass
49,4.5,91,Pass
48,2.0,42,Fail
55,4.5,61,Pass
94,2.5,49,Pass
87,3.5,50,Pass
97,2.5,54,Pass
77,3.5,49,Fail
78,4.5,67,Pass
66,4.5,55,Pass
94,4.5,56,Pass
68,2.5,60,Pass
58,4.5,50,Fail
77,2.0,78,Pass
70,3.0,60,Pass
43,3.5,61,Fail
61,4.5,40,Pass
55,5.5,27,Fail
90,2.0,82,Pass
60,5.0,85,Pass
88,2.0,42,Pass
64,3.5,50,Pass
84,5.0,50,Pass
44,4.5,73,Pass
95,5.0,38,Pass
66,5.0,94,Pass
52,2.0,29,Fail
51,6.0,93,Pass
52,5.5,30,Pass
59,3.0,47,Fail
82,1.0,43,Pass
97,2.0,43,Fail
78,5.0,95,Pass
71,5.5,57,Pass
64,5.0,33,Fail
89,2.5,94,Pass
90,1.0,42,Fail
54,3.5,30,Fail
97,2.5,27,Fail
61,1.0,57,Fail
87,1.0,89,Pass
98,1.5,26,Pass
81,1.5,76,Pass
46,4.5,43,Fail
73,2.5,40,Fail
43,3.0,74,Pass
86,4.0,77,Pass
53,6.0,64,Pass
80,4.5,39,Pass
94,4.0,25,Pass
47,4.5,77,Pass
61,4.5,67,Pass
77,4.5,55,Pass
62,3.0,40,Pass
46,3.5,78,Pass
37,3.0,30,Fail
61,2.5,70,Fail
77,2.0,73,Fail
72,2.5,41,Pass
45,3.0,59,Fail
64,3.5,61,Pass
59,3.0,66,Fail
53,1.0,88,Fail
82,2.5,63,Pass
55,2.5,30,Fail
70,4.5,49,Pass
95,2.5,69,Pass
70,0.5,48,Fail
75,1.0,79,Pass
40,3.0,38,Fail
47,1.5,35,Fail
42,3.0,41,Fail
85,3.5,86,Pass
89,5.5,73,Pass
47,4.0,61,Pass
49,0.5,46,Fail
56,2.5,89,Pass
73,5.0,87,Pass
75,2.0,53,Fail
80,5.5,78,Pass
94,3.5,89,Pass
54,1.0,47,Fail
78,2.0,48,Fail
71,5.5,63,Pass
55,6.0,54,Pass
94,5.0,78,Pass
41,2.5,63,Fail
81,4.5,40,Pass
82,1.5,50,Pass
94,2.5,72,Pass
69,4.5,29,Pass
56,6.0,49,Pass
89,3.0,26,Pass
85,3.0,82,Pass
68,1.5,33,Fail
85,2.5,30,Fail
52,1.0,80,Fail
73,5.0,31,Pass
91,0.5,73,Pass
56,4.5,52,Pass
66,2.0,83,Pass
97,3.0,38,Pass
87,2.0,31,Pass
93,2.5,41,Pass
60,3.5,90,Pass
100,4.0,83,Pass
45,5.5,45,Pass
69,2.5,39,Fail
66,3.5,36,Fail
87,5.5,40,Pass
94,2.0,39,Pass
83,5.5,87,Pass
76,6.0,26,Pass
63,5.0,87,Pass
68,3.5,28,Fail
68,4.5,83,Pass
36,3.0,55,Fail
68,4.0,30,Pass
91,6.0,81,Pass
81,2.0,43,Pass
87,5.0,86,Pass
60,3.5,78,Pass
69,1.5,94,Pass
37,4.0,83,Pass
60,5.0,42,Pass
66,3.5,54,Pass
52,5.0,74,Fail
37,2.5,47,Fail
80,5.5,63,Pass
63,4.0,42,Pass
62,5.0,71,Pass
51,2.0,49,Fail
70,3.0,29,Pass
63,5.5,93,Pass
66,1.0,84,Pass
73,2.5,46,Pass
35,5.0,34,Fail
94,4.5,76,Pass
40,5.0,40,Fail
64,4.5,67,Pass
48,5.5,80,Pass
69,3.0,44,Pass
53,4.0,45,Pass
91,5.0,29,Pass
61,4.5,47,Fail
77,1.0,67,Pass
51,2.5,36,Fail
36,3.5,92,Pass
61,4.5,76,Pass
70,3.5,39,Pass
65,5.0,62,Pass
98,5.0,52,Pass
81,2.0,52,Fail
100,4.0,64,Pass
54,3.5,33,Fail
86,2.0,40,Fail
71,3.0,35,Fail
75,3.5,37,Pass
99,5.0,71,Pass
78,3.0,95,Pass
93,1.0,71,Pass
82,3.0,94,Pass
43,5.0,65,Pass
80,3.5,45,Fail
66,2.5,86,Pass
95,5.5,30,Pass
87,1.5,32,Fail
42,2.5,91,Fail
44,3.0,71,Pass
40,4.5,90,Pass
67,5.0,34,Pass
40,1.0,79,Fail
82,5.0,41,Pass
71,4.5,49,Pass
89,5.5,88,Pass
53,5.5,54,Pass
69,5.0,72,Pass
43,1.5,87,Fail
92,2.0,86,Pass
46,5.5,26,Fail
42,4.0,36,Fail
48,3.5,89,Pass
87,5.5,64,Pass
42,5.5,59,Pass
75,4.5,30,Pass
84,5.5,27,Pass
84,1.0,92,Pass
47,4.5,58,Fail
39,6.0,80,Pass
64,1.0,40,Fail
48,1.5,42,Fail
80,5.0,64,Pass
58,3.5,86,Fail
64,1.0,45,Fail
42,2.0,48,Fail
72,2.5,64,Fail
47,2.5,28,Fail
79,5.5,52,Pass
40,4.0,64,Fail
98,4.5,25,Pass
79,0.5,70,Pass
47,3.0,29,Fail
36,2.0,75,Fail
57,5.0,81,Pass
45,5.5,84,Pass
49,3.0,72,Fail
92,6.0,64,Pass
74,0.5,47,Fail
46,2.5,55,Fail
71,5.0,31,Pass
52,2.5,74,Fail
98,5.5,27,Pass
37,1.5,54,Fail
83,5.0,60,Pass
85,1.5,71,Pass
39,1.5,49,Fail
46,3.0,56,Fail
60,5.5,66,Pass
91,3.5,90,Pass
70,4.0,72,Pass
78,0.5,43,Fail
86,1.0,84,Pass
89,1.0,29,Fail
66,5.0,44,Pass
68,2.0,33,Fail
82,2.5,56,Pass
52,4.0,70,Pass
91,3.5,62,Pass
36,3.0,82,Pass
48,0.5,65,Fail
87,3.0,41,Pass
57,4.5,63,Pass
45,2.0,76,Fail
47,4.5,60,Fail
69,0.5,56,Fail
90,5.5,62,Pass
40,5.5,63,Pass
37,0.5,47,Fail
65,3.0,85,Pass
97,3.0,40,Pass
53,5.0,27,Pass
97,3.5,77,Pass
93,4.0,84,Pass
53,1.5,70,Pass
88,1.0,58,Fail
80,4.5,93,Pass
68,4.0,51,Pass
62,5.0,53,Pass
88,5.0,66,Pass
87,4.0,55,Pass
84,3.5,64,Pass
100,5.5,93,Pass
66,5.0,42,Fail
87,5.5,35,Pass
91,6.0,55,Pass
49,2.5,60,Pass
38,4.5,75,Pass
61,4.5,92,Pass
91,1.5,73,Pass
54,4.0,94,Pass
81,3.0,42,Pass
35,3.0,40,Fail
58,1.5,46,Fail
75,4.5,80,Pass
43,4.5,38,Fail
93,3.5,39,Pass
45,1.5,54,Fail
94,3.5,47,Pass
49,1.0,70,Fail
100,2.5,87,Pass
74,2.5,35,Pass
40,5.5,63,Pass
39,3.0,31,Fail
40,4.0,41,Pass
73,5.5,47,Pass
88,3.0,66,Pass
61,5.5,64,Pass
64,1.5,70,Fail
73,2.5,82,Pass
70,1.0,38,Fail
80,3.5,77,Pass
66,6.0,72,Pass
81,4.0,31,Pass
100,4.0,49,Pass
58,2.0,27,Fail
36,5.5,31,Pass
43,3.0,45,Fail
71,2.0,42,Fail
57,6.0,88,Pass
96,3.0,88,Pass
76,2.5,65,Pass
69,0.5,76,Fail
87,1.5,95,Pass
52,5.0,54,Pass
88,3.0,62,Pass
35,6.0,71,Pass
75,1.0,89,Pass
96,4.0,81,Pass
86,4.5,30,Pass
90,4.0,75,Pass
61,3.5,43,Fail
89,3.5,43,Pass
71,4.5,63,Pass
75,5.0,74,Pass
39,2.5,36,Fail
48,3.0,47,Fail
71,4.0,75,Pass
39,2.0,36,Fail
83,1.5,84,Pass
90,6.0,57,Pass
95,1.5,66,Pass
42,2.0,31,Fail
96,4.0,92,Pass
39,1.0,89,Fail
66,0.5,38,Fail
90,1.0,71,Pass
40,1.0,81,Fail
36,3.0,34,Fail
37,5.0,65,Pass
68,2.5,85,Pass
88,3.0,60,Pass
43,4.0,90,Pass
43,2.0,28,Fail
72,3.0,89,Pass
50,2.5,93,Pass
82,2.5,36,Pass
97,2.5,55,Pass
85,0.5,68,Fail
92,5.5,88,Pass
69,6.0,36,Pass
89,5.0,48,Pass
47,0.5,81,Fail
39,4.5,54,Pass
78,3.5,67,Pass
38,1.0,64,Fail
93,5.5,93,Pass
80,5.0,35,Pass
97,1.5,91,Pass
55,6.0,64,Pass
67,1.0,88,Pass
83,3.0,33,Fail
51,1.5,70,Fail
70,1.5,84,Pass
78,6.0,80,Pass
99,3.5,26,Pass
83,2.0,57,Fail
43,5.0,33,Fail
66,5.5,36,Pass
73,5.5,74,Pass
45,5.5,92,Pass
63,5.5,69,Pass
53,4.0,32,Fail
43,2.5,42,Fail
68,5.5,52,Pass
46,1.0,34,Fail
73,1.5,84,Pass
46,3.0,39,Fail
82,2.0,34,Fail
48,4.0,76,Pass
93,5.5,34,Pass
37,3.0,54,Fail
69,3.5,61,Pass
56,3.0,31,Fail
50,4.5,64,Fail
66,1.0,59,Fail
90,1.0,72,Pass
94,4.0,40,Pass
55,3.5,50,Fail
45,2.5,71,Pass
82,2.5,27,Fail
73,1.0,33,Fail
48,4.0,45,Fail
84,3.0,32,Pass
69,3.0,28,Pass
77,5.5,94,Pass
58,4.5,57,Pass
64,1.5,62,Fail
47,4.0,43,Fail
84,1.0,26,Fail
45,1.5,78,Fail
86,4.5,76,Pass
87,1.0,93,Pass
84,2.0,26,Fail
36,5.5,35,Fail
53,4.5,75,Fail
65,5.5,48,Pass
74,5.5,29,Pass
95,2.0,46,Pass
59,4.0,31,Fail
92,2.5,84,Pass
46,4.5,86,Pass
59,2.5,70,Pass
38,0.5,52,Fail
83,1.0,79,Pass
45,4.5,69,Fail
52,1.0,80,Fail
85,4.0,61,Pass
70,5.0,92,Pass
36,4.5,45,Pass
35,3.0,67,Fail
68,1.5,82,Fail
55,5.5,88,Pass
47,3.5,91,Pass
75,2.5,53,Fail
50,5.5,74,Pass
73,1.5,45,Fail
60,3.0,70,Fail
47,1.0,38,Fail
44,1.0,55,Fail
50,2.5,89,Pass
37,4.5,82,Pass
55,2.5,60,Fail
94,4.5,35,Pass
89,5.0,53,Pass
59,5.5,35,Pass
72,0.5,30,Fail
72,5.0,88,Pass
89,1.5,59,Pass
50,4.5,31,Fail
54,2.5,75,Fail
55,4.5,30,Pass
38,1.5,53,Fail
55,4.0,41,Fail
92,1.0,37,Fail
94,1.5,62,Pass
42,4.0,75,Pass
65,2.5,59,Pass
60,4.5,82,Pass
67,4.5,89,Pass
71,4.0,82,Pass
36,4.5,92,Pass
90,5.0,90,Pass
98,5.5,83,Pass
77,1.0,45,Fail
78,3.5,37,Fail
69,4.5,76,Pass
57,1.5,84,Fail
45,2.0,83,Fail
73,2.0,70,Fail
38,3.5,83,Pass
89,2.5,75,Pass
62,4.0,72,Pass
62,4.0,28,Pass
56,4.0,57,Pass
98,2.0,27,Pass
46,4.5,31,Fail
45,4.0,63,Fail
46,1.0,28,Fail
78,1.5,89,Pass
99,2.0,57,Pass
50,5.5,74,Pass
94,2.5,35,Pass
53,0.5,84,Fail
77,1.5,58,Pass
38,0.5,64,Fail
67,2.5,70,Pass
78,5.0,63,Pass
70,3.0,64,Pass
50,5.0,77,Pass
89,1.0,81,Pass
98,3.0,46,Pass
65,5.0,90,Pass
76,4.0,50,Pass
86,5.0,44,Pass
51,2.0,47,Fail
91,3.5,50,Pass
53,4.0,47,Fail
85,1.5,84,Pass
42,5.0,64,Pass
54,2.0,93,Pass
70,1.0,31,Fail
69,4.5,68,Pass
90,4.5,32,Pass
100,5.5,57,Pass
42,5.5,52,Pass
53,2.0,73,Pass
58,4.0,77,Pass
66,6.0,42,Pass
67,2.0,39,Fail
91,3.0,54,Pass
85,5.5,42,Pass
36,1.0,72,Fail
65,5.5,61,Pass
75,3.0,83,Pass
65,5.5,94,Pass
43,4.0,51,Fail
61,4.0,89,Pass
62,5.0,79,Pass
47,1.0,35,Fail
84,4.0,84,Pass
56,5.5,59,Pass
73,6.0,75,Pass
69,6.0,74,Pass
92,4.0,87,Pass
43,4.0,78,Fail
42,3.5,83,Pass
55,4.0,47,Pass
63,4.0,93,Pass
54,0.5,71,Fail
85,1.0,79,Pass
51,4.0,85,Pass
41,2.0,34,Fail
62,2.0,49,Fail
85,1.5,84,Pass
90,5.0,90,Pass
83,6.0,78,Pass
71,4.0,59,Pass
82,5.5,43,Pass
79,5.5,62,Pass
50,1.5,53,Fail
71,1.5,87,Pass
85,1.5,65,Pass
56,1.0,52,Fail
78,3.5,60,Pass
66,2.0,90,Fail
68,5.5,68,Pass
41,4.0,41,Fail
78,2.5,60,Pass
91,6.0,58,Pass
44,5.5,47,Fail
59,5.0,77,Pass
38,5.0,44,Fail
37,6.0,59,Pass
99,4.0,56,Pass
67,5.5,58,Pass
58,1.0,65,Fail
53,3.5,73,Pass
99,3.5,35,Pass
51,0.5,45,Fail
82,1.0,79,Pass
53,0.5,89,Fail
40,2.0,28,Fail
79,1.0,30,Fail
35,3.0,90,Pass
79,5.0,35,Pass
51,4.0,94,Pass
83,4.0,83,Pass
85,0.5,33,Fail
82,5.0,32,Pass
37,1.5,93,Pass
81,2.0,43,Fail
99,3.5,63,Pass
51,5.5,42,Pass
53,6.0,67,Pass
88,5.0,84,Pass
45,4.5,71,Pass
78,3.5,28,Pass
84,4.0,67,Pass
37,1.5,71,Fail
71,2.0,39,Fail
72,6.0,78,Pass
55,6.0,69,Pass
92,2.5,26,Pass
46,2.0,92,Pass
59,2.0,56,Fail
90,3.0,41,Pass
47,1.5,31,Fail
88,4.0,51,Pass
40,1.0,47,Fail
67,1.0,46,Fail
40,2.0,81,Fail
79,5.0,70,Pass
86,2.5,34,Pass
90,3.0,75,Pass
99,4.0,76,Pass
79,5.0,61,Pass
85,2.0,95,Pass
68,4.5,45,Pass
94,2.0,29,Fail
77,4.0,27,Fail
92,3.0,47,Pass
50,5.5,60,Pass
67,6.0,30,Pass
82,5.0,65,Pass
48,5.5,88,Pass
49,1.5,81,Fail
99,4.0,72,Pass
63,1.5,71,Fail
47,2.0,76,Fail
57,3.5,60,Pass
61,4.5,53,Pass
76,4.5,46,Pass
95,5.5,32,Pass
99,3.5,64,Pass
77,5.5,58,Pass
80,5.5,33,Pass
56,5.0,44,Pass
91,2.0,80,Pass
49,3.5,43,Fail
42,4.5,55,Pass
98,6.0,36,Pass
91,0.5,37,Fail
55,2.5,78,Fail
79,2.5,30,Fail
65,2.0,45,Pass
56,5.0,94,Pass
54,0.5,58,Fail
44,2.5,67,Fail
71,4.5,70,Pass
64,2.5,39,Fail
68,1.5,51,Fail
49,4.0,53,Fail
96,3.5,41,Pass
77,6.0,41,Pass
93,4.5,68,Pass
42,6.0,33,Pass
75,1.5,34,Fail
90,4.5,65,Pass
57,3.5,56,Pass
48,4.5,68,Pass
52,3.0,27,Fail
53,1.5,74,Pass
64,1.0,84,Pass
56,5.0,62,Pass
53,5.0,84,Pass
77,1.5,53,Fail
38,4.0,31,Fail
57,4.5,51,Pass
80,3.5,56,Pass
46,2.0,86,Fail
49,5.5,48,Fail
48,4.0,47,Fail
35,4.5,87,Fail
66,4.0,43,Pass
38,4.5,70,Pass
53,1.5,48,Fail
100,5.5,92,Pass
95,2.0,38,Pass
49,5.0,76,Pass
55,5.5,64,Pass
65,4.0,94,Pass
90,4.0,95,Pass
87,1.0,81,Pass
43,3.0,32,Fail
43,4.0,58,Pass
